Date,Open,High,Low,Close,Adj Close,Volume
2019-01-24,57.52000045776367,57.880001068115234,57.119998931884766,57.68000030517578,44.310794830322266,167223328
2019-01-25,58.56999969482422,58.77000045776367,58.02000045776367,58.56999969482422,44.994503021240234,161191407
2019-01-28,58.56999969482422,58.619998931884766,56.95000076293945,57.0,43.78840255737305,163908543
2019-01-29,57.290000915527344,57.5099983215332,56.83000183105469,56.84000015258789,43.66548156738281,151469487
2019-01-30,56.97999954223633,58.33000183105469,56.560001373291016,58.33000183105469,44.81013107299805,176529115
2019-01-31,57.599998474121094,58.31999969482422,57.47999954223633,57.900001525878906,44.47979736328125,159990620
2019-02-01,58.099998474121094,58.369998931884766,57.31999969482422,58.18000030517578,44.69490051269531,128811389
2019-02-04,58.27000045776367,58.31999969482422,57.27000045776367,57.810001373291016,44.41065979003906,125292838
2019-02-05,57.849998474121094,58.34000015258789,57.52000045776367,58.040000915527344,44.58734893798828,143074568
2019-02-06,57.81999969482422,58.40999984741211,57.65999984741211,58.2599983215332,44.75634765625,107778567
2019-02-07,58.220001220703125,58.290000915527344,57.20000076293945,57.20000076293945,43.942047119140625,144946786
2019-02-08,57.20000076293945,57.689998626708984,56.849998474121094,56.880001068115234,43.69621658325195,128208909
2019-02-11,57.400001525878906,57.970001220703125,56.9900016784668,57.720001220703125,44.341522216796875,119433380
2019-02-12,57.66999816894531,58.15999984741211,57.619998931884766,57.959999084472656,44.52588653564453,142065300
2019-02-13,58.0,58.349998474121094,57.72999954223633,57.86000061035156,44.449066162109375,108059771
2019-02-14,58.029998779296875,58.209999084472656,57.38999938964844,57.400001525878906,44.09568786621094,99242295
2019-02-15,57.22999954223633,58.70000076293945,57.22999954223633,58.439998626708984,44.89463424682617,150699070
2019-02-18,58.279998779296875,58.65999984741211,58.08000183105469,58.31999969482422,44.80244445800781,81593214
2019-02-19,58.380001068115234,58.81999969482422,57.9900016784668,58.369998931884766,44.840858459472656,118794509
2019-02-20,59.5,61.81999969482422,58.79999923706055,61.130001068115234,46.96113586425781,306810513
2019-02-21,61.970001220703125,62.0,59.709999084472656,60.33000183105469,46.34656524658203,190984741
2019-02-22,60.029998779296875,60.599998474121094,59.79999923706055,60.0,46.093055725097656,131184842
2019-02-25,60.380001068115234,60.72999954223633,59.93000030517578,60.529998779296875,46.50020980834961,85832634
2019-02-26,60.130001068115234,62.040000915527344,60.09000015258789,61.900001525878906,47.552669525146484,209868444
2019-02-27,61.900001525878906,63.209999084472656,61.529998779296875,62.880001068115234,48.30552291870117,240784994
2019-02-28,62.63999938964844,63.630001068115234,62.25,63.540000915527344,48.81254196166992,245232956
2019-03-01,64.0,64.0,62.810001373291016,62.849998474121094,48.282474517822266,171206611
2019-03-04,62.5,63.529998779296875,62.47999954223633,63.06999969482422,48.45147705078125,136351739
2019-03-05,63.5,63.5,62.5,62.91999816894531,48.336246490478516,145853502
2019-03-06,62.65999984741211,62.90999984741211,62.11000061035156,62.90999984741211,48.32856369018555,309846908
2019-03-07,62.41999816894531,63.0099983215332,61.27000045776367,62.150001525878906,47.744720458984375,122464541
2019-03-08,61.43000030517578,62.040000915527344,61.31999969482422,61.869998931884766,47.52961730957031,83771793
2019-03-11,62.29999923706055,62.47999954223633,61.709999084472656,61.790000915527344,47.46816635131836,124104547
2019-03-12,62.5,63.900001525878906,62.2400016784668,62.34000015258789,47.890682220458984,180937320
2019-03-13,62.220001220703125,62.709999084472656,61.779998779296875,62.56999969482422,48.0673713684082,129937091
2019-03-14,62.79999923706055,64.12000274658203,62.77000045776367,63.79999923706055,49.01227569580078,235452116
2019-03-15,64.0,64.95999908447266,63.81999969482422,64.83999633789062,49.81122589111328,266245288
2019-03-18,65.0,66.20999908447266,64.8499984741211,65.37000274658203,50.2183837890625,230980421
2019-03-19,65.58999633789062,66.08000183105469,65.37999725341797,65.43000030517578,50.26447677612305,151164191
